what,kind,bundleId,bundleVersion,description,time
stopped,bundle,org.springframework.ide.eclipse.uaa,2.6.0.201103160035-RELEASE,"org.springframework.ide.eclipse.uaa",1328369674515
stopped,bundle,org.springframework.ide.eclipse.ui,2.6.0.201103160035-RELEASE,"org.springframework.ide.eclipse.ui",1328369674515
stopped,bundle,org.springframework.ide.eclipse.core,2.6.0.201103160035-RELEASE,"org.springframework.ide.eclipse.core",1328369674515
stopped,bundle,org.eclipse.wst.dtd.ui,1.0.500.v201004290328,"org.eclipse.wst.dtd.ui",1328369674781
stopped,bundle,org.eclipse.wst.dtd.core,1.1.401.v201101122255,"org.eclipse.wst.dtd.core",1328369675062
stopped,bundle,org.eclipse.wst.xsd.ui,1.2.304.v201101251958,"org.eclipse.wst.xsd.ui",1328369675437
stopped,bundle,org.maven.ide.eclipse.editor,0.12.1.20110112-1712,"org.maven.ide.eclipse.editor",1328369675546
stopped,bundle,org.maven.ide.eclipse.editor.xml,0.12.1.20110112-1712,"org.maven.ide.eclipse.editor.xml",1328369675656
stopped,bundle,org.eclipse.wst.xml.ui,1.1.103.v201101122108,"org.eclipse.wst.xml.ui",1328369675656
stopped,bundle,org.maven.ide.eclipse.jdt,0.12.1.20110112-1712,"org.maven.ide.eclipse.jdt",1328369675750
stopped,bundle,org.maven.ide.eclipse.launching,0.12.1.20110112-1712,"org.maven.ide.eclipse.launching",1328369675750
stopped,bundle,org.maven.ide.eclipse.refactoring,0.12.1.20110112-1712,"org.maven.ide.eclipse.refactoring",1328369675765
stopped,bundle,org.maven.ide.eclipse,0.12.1.20110112-1712,"org.maven.ide.eclipse",1328369675906
stopped,bundle,org.maven.ide.eclipse.maven_model_edit,0.12.1.20110112-1712,"org.maven.ide.eclipse.maven_model_edit",1328369676000
stopped,bundle,org.eclipse.wst.xsd.core,1.1.503.v201011121919,"org.eclipse.wst.xsd.core",1328369676203
stopped,bundle,org.eclipse.wst.xml.core,1.1.503.v201102102045,"org.eclipse.wst.xml.core",1328369676312
stopped,bundle,org.eclipse.mylyn.bugzilla.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.ui",1328369676312
stopped,bundle,org.eclipse.mylyn.bugzilla.core,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.core",1328369676312
stopped,bundle,org.eclipse.mylyn.ide.ant,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ant",1328369676453
stopped,bundle,org.eclipse.mylyn.java.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.ui",1328369676546
stopped,bundle,org.eclipse.mylyn.ide.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ui",1328369676671
stopped,bundle,org.eclipse.mylyn.team.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.team.ui",1328369676671
stopped,bundle,org.eclipse.mylyn.resources.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.resources.ui",1328369676796
stopped,bundle,org.eclipse.mylyn.wikitext.tasks.ui,1.3.1.v20100823-0100-e3x,"org.eclipse.mylyn.wikitext.tasks.ui",1328369676843
stopped,bundle,org.eclipse.mylyn.context.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.context.ui",1328369676843
stopped,bundle,org.eclipse.mylyn.help.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.help.ui",1328369676953
stopped,bundle,org.eclipse.mylyn.java.tasks,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.tasks",1328369676953
stopped,bundle,org.eclipse.mylyn.tasks.bugs,3.6.0.v20110608-1400,"org.eclipse.mylyn.tasks.bugs",1328369677000
stopped,bundle,org.eclipse.mylyn.tasks.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.tasks.ui",1328369677000
stopped,bundle,org.eclipse.help.webapp,3.5.3.r36_20101130,"org.eclipse.help.webapp",1328369677171
stopped,bundle,org.eclipse.equinox.jsp.jasper.registry,1.0.200.v20100503,"org.eclipse.equinox.jsp.jasper.registry",1328369677312
stopped,bundle,org.eclipse.equinox.jsp.jasper,1.0.201.R36x_v20101103,"org.eclipse.equinox.jsp.jasper",1328369677359
stopped,bundle,org.eclipse.ui.cheatsheets,3.4.0.v20100427,"org.eclipse.ui.cheatsheets",1328369677609
stopped,bundle,com.aptana.documentation,3.0.0.1312318673,"com.aptana.documentation",1328369677890
stopped,bundle,org.eclipse.help.ui,3.5.3.r36_20101116,"org.eclipse.help.ui",1328369678093
stopped,bundle,org.eclipse.epp.mpc.ui,1.0.1.v20100826-2143,"org.eclipse.epp.mpc.ui",1328369678296
stopped,bundle,org.eclipse.epp.usagedata.ui,1.3.1.R201102081640,"org.eclipse.epp.usagedata.ui",1328369678406
stopped,bundle,org.eclipse.ui.intro.universal,3.2.402.r36_v20100702,"org.eclipse.ui.intro.universal",1328369678406
stopped,bundle,org.eclipse.ui.intro,3.4.0.v20100427,"org.eclipse.ui.intro",1328369678406
stopped,bundle,org.eclipse.help.base,3.5.3.v201102101200,"org.eclipse.help.base",1328369678687
stopped,bundle,org.eclipse.equinox.http.jetty,2.0.0.v20100503,"org.eclipse.equinox.http.jetty",1328369678765
stopped,bundle,org.eclipse.ant.ui,3.5.0.v20100427,"org.eclipse.ant.ui",1328369678765
stopped,bundle,org.eclipse.ant.launching,1.0.1.v20101020_r362,"org.eclipse.ant.launching",1328369678953
stopped,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.301.R36_v20100727-0110,"org.eclipse.jdt.apt.pluggable.core",1328369679031
stopped,bundle,org.eclipse.jdt.apt.ui,3.3.300.v20100513-0845,"org.eclipse.jdt.apt.ui",1328369679171
stopped,bundle,org.eclipse.jdt.apt.core,3.3.402.R36_v20110120-1000,"org.eclipse.jdt.apt.core",1328369679359
stopped,bundle,org.eclipse.mylyn.wikitext.ui,1.3.0.v20100608-0100-e3x,"org.eclipse.mylyn.wikitext.ui",1328369679703
stopped,bundle,org.eclipse.mylyn.wikitext.core,1.3.1.v20100823-0100-e3x,"org.eclipse.mylyn.wikitext.core",1328369679984
activated,perspective,com.aptana.ui,,"com.aptana.ui.WebPerspective",1328403043531
started,bundle,org.eclipse.osgi,3.6.2.R36x_v20110210,"org.eclipse.osgi",1328403043578
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20100503,"org.eclipse.equinox.simpleconfigurator",1328403043687
started,bundle,com.ibm.icu,4.2.1.v20100412,"com.ibm.icu",1328403043718
started,bundle,org.eclipse.compare.core,3.5.101.R36x_v20100929-0800,"org.eclipse.compare.core",1328403043796
started,bundle,org.eclipse.core.contenttype,3.4.100.v20100505-1235,"org.eclipse.core.contenttype",1328403043859
started,bundle,org.eclipse.core.databinding.observable,1.3.0.I20100601-0800,"org.eclipse.core.databinding.observable",1328403044062
started,bundle,org.eclipse.core.expressions,3.4.200.v20100505,"org.eclipse.core.expressions",1328403044140
started,bundle,org.eclipse.core.filebuffers,3.5.100.v20100520-0800,"org.eclipse.core.filebuffers",1328403044234
started,bundle,org.eclipse.core.filesystem,1.3.1.R36x_v20100727-0745,"org.eclipse.core.filesystem",1328403044359
started,bundle,org.eclipse.core.jobs,3.5.1.R36x_v20100824,"org.eclipse.core.jobs",1328403044390
started,bundle,org.eclipse.core.net,1.2.100.I20100511-0800,"org.eclipse.core.net",1328403044484
started,bundle,org.eclipse.core.resources,3.6.1.R36x_v20110131-1630,"org.eclipse.core.resources",1328403044640
started,bundle,org.eclipse.core.runtime,3.6.0.v20100505,"org.eclipse.core.runtime",1328403044718
started,bundle,org.eclipse.core.runtime.compatibility,3.2.100.v20100505,"org.eclipse.core.runtime.compatibility",1328403044843
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.200.v20100517,"org.eclipse.core.runtime.compatibility.auth",1328403044890
started,bundle,org.eclipse.debug.core,3.6.0.v20100519,"org.eclipse.debug.core",1328403044968
started,bundle,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui",1328403045078
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.1.R201102081640,"org.eclipse.epp.usagedata.gathering",1328403045156
started,bundle,org.eclipse.epp.usagedata.recording,1.3.1.R201102081640,"org.eclipse.epp.usagedata.recording",1328403045203
started,bundle,org.eclipse.equinox.app,1.3.1.R36x_v20100803,"org.eclipse.equinox.app",1328403045421
started,bundle,org.eclipse.equinox.common,3.6.0.v20100503,"org.eclipse.equinox.common",1328403045515
started,bundle,org.eclipse.equinox.ds,1.2.1.R36x_v20100803,"org.eclipse.equinox.ds",1328403045625
started,bundle,org.eclipse.equinox.event,1.2.0.v20100503,"org.eclipse.equinox.event",1328403045734
started,bundle,org.eclipse.equinox.p2.core,2.0.3.R36x_v20110111,"org.eclipse.equinox.p2.core",1328403045828
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.203.R36x_v20101220,"org.eclipse.equinox.p2.directorywatcher",1328403045953
started,bundle,org.eclipse.equinox.p2.engine,2.0.1.R36x_v20110201,"org.eclipse.equinox.p2.engine",1328403046062
started,bundle,org.eclipse.equinox.p2.metadata,2.0.1.R36x_v20101202,"org.eclipse.equinox.p2.metadata",1328403046187
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.1.0.v20100513,"org.eclipse.equinox.p2.metadata.repository",1328403046328
started,bundle,org.eclipse.equinox.p2.operations,2.0.0.v20100510,"org.eclipse.equinox.p2.operations",1328403046468
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.2.R36x_v20110114,"org.eclipse.equinox.p2.reconciler.dropins",1328403046640
started,bundle,org.eclipse.equinox.p2.repository,2.0.2.R36x_v20110111-1500,"org.eclipse.equinox.p2.repository",1328403047156
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.0.v20100507-1815,"org.eclipse.equinox.p2.ui.sdk.scheduler",1328403047265
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.101.R36x_v20100823,"org.eclipse.equinox.p2.updatechecker",1328403047390
started,bundle,org.eclipse.equinox.preferences,3.3.0.v20100503,"org.eclipse.equinox.preferences",1328403047500
started,bundle,org.eclipse.equinox.registry,3.5.0.v20100503,"org.eclipse.equinox.registry",1328403047593
started,bundle,org.eclipse.equinox.security,1.0.200.v20100503,"org.eclipse.equinox.security",1328403047765
started,bundle,org.eclipse.equinox.util,1.0.200.v20100503,"org.eclipse.equinox.util",1328403047968
started,bundle,org.eclipse.help,3.5.0.v20100524,"org.eclipse.help",1328403048203
started,bundle,org.eclipse.jdt.core,3.6.2.v_A76_R36x,"org.eclipse.jdt.core",1328403048484
started,bundle,org.eclipse.jdt.core.manipulation,1.3.0.v20100520-0800,"org.eclipse.jdt.core.manipulation",1328403048546
started,bundle,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui",1328403048640
started,bundle,org.eclipse.jface,3.6.2.M20110210-1200,"org.eclipse.jface",1328403048734
started,bundle,org.eclipse.mylyn.bugzilla.core,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.core",1328403048765
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.ui",1328403048812
started,bundle,org.eclipse.mylyn.commons.identity,0.8.0.v20110608-1400,"org.eclipse.mylyn.commons.identity",1328403048859
started,bundle,org.eclipse.mylyn.commons.net,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.net",1328403048859
started,bundle,org.eclipse.mylyn.commons.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.ui",1328403048921
started,bundle,org.eclipse.mylyn.context.core,3.6.0.v20110608-1400,"org.eclipse.mylyn.context.core",1328403049000
started,bundle,org.eclipse.mylyn.context.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.context.ui",1328403049109
started,bundle,org.eclipse.mylyn.monitor.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.monitor.ui",1328403049125
started,bundle,org.eclipse.mylyn.tasks.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.tasks.ui",1328403049328
started,bundle,org.eclipse.mylyn.team.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.team.ui",1328403049406
started,bundle,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search",1328403049531
started,bundle,org.eclipse.team.core,3.5.101.R36x_v20110203-1036,"org.eclipse.team.core",1328403049562
started,bundle,org.eclipse.team.ui,3.5.102.R36x_v20110203-1036,"org.eclipse.team.ui",1328403049656
started,bundle,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui",1328403049843
started,bundle,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console",1328403050031
started,bundle,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.editors",1328403050031
started,bundle,org.eclipse.ui.forms,3.5.2.r36_v20100702,"org.eclipse.ui.forms",1328403050109
started,bundle,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.ide",1328403050187
started,bundle,org.eclipse.ui.navigator,3.5.0.I20100601-0800,"org.eclipse.ui.navigator",1328403050296
started,bundle,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.resources",1328403050328
started,bundle,org.eclipse.ui.net,1.2.100.I20100505-1245,"org.eclipse.ui.net",1328403050375
started,bundle,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views",1328403050437
started,bundle,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"org.eclipse.ui.workbench",1328403050500
started,bundle,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.workbench.texteditor",1328403050578
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1328403050609
started,bundle,org.eclipse.update.core,3.2.402.R36x_v20100629,"org.eclipse.update.core",1328403050718
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1328403050781
started,bundle,org.springframework.ide.eclipse.uaa,2.6.0.201103160035-RELEASE,"org.springframework.ide.eclipse.uaa",1328403050921
started,bundle,beaver,3.0.0.1309394487,"beaver",1328403051015
started,bundle,com.aptana.core,3.0.4.1323890190,"com.aptana.core",1328403051015
started,bundle,com.aptana.core.epl,3.0.0.1317316579,"com.aptana.core.epl",1328403051062
started,bundle,com.aptana.core.io,3.0.3.1321920947,"com.aptana.core.io",1328403051140
started,bundle,com.aptana.deploy,3.0.3.1317162654,"com.aptana.deploy",1328403051359
started,bundle,com.aptana.editor.common,3.0.3.1323901670,"com.aptana.editor.common",1328403051421
started,bundle,com.aptana.editor.epl,3.0.0.1325099706,"com.aptana.editor.epl",1328403051640
started,bundle,com.aptana.editor.findbar,3.0.0.1316623122,"com.aptana.editor.findbar",1328403051687
started,bundle,com.aptana.editor.php.epl,3.0.0.1322528867,"com.aptana.editor.php.epl",1328403051750
started,bundle,com.aptana.editor.ruby,3.0.3.1320702265,"com.aptana.editor.ruby",1328403051812
started,bundle,com.aptana.explorer,3.0.0.1316716614,"com.aptana.explorer",1328403051859
started,bundle,com.aptana.filewatcher,3.0.1.1317316381,"com.aptana.filewatcher",1328403051906
started,bundle,com.aptana.formatter.epl,3.0.0.1314743046,"com.aptana.formatter.epl",1328403051984
started,bundle,com.aptana.git.core,3.0.0.1321991271,"com.aptana.git.core",1328403052671
started,bundle,com.aptana.git.ui,3.0.3.1321981043,"com.aptana.git.ui",1328403052765
started,bundle,com.aptana.index.core,3.0.0.1319825135,"com.aptana.index.core",1328403052921
started,bundle,com.aptana.parsing,3.0.0.1319578629,"com.aptana.parsing",1328403053203
started,bundle,com.aptana.portal.ui,3.0.0.1322703189,"com.aptana.portal.ui",1328403053234
started,bundle,com.aptana.preview,3.0.0.1315523439,"com.aptana.preview",1328403053312
started,bundle,com.aptana.ruby.core,3.0.2.1319731509,"com.aptana.ruby.core",1328403053359
started,bundle,com.aptana.ruby.debug.ui,3.0.2.1322066031,"com.aptana.ruby.debug.ui",1328403053484
started,bundle,com.aptana.ruby.launching,3.0.2.1318602500,"com.aptana.ruby.launching",1328403053500
started,bundle,com.aptana.scripting,3.0.0.1324602406,"com.aptana.scripting",1328403053578
started,bundle,com.aptana.scripting.ui,3.0.0.1322862427,"com.aptana.scripting.ui",1328403053625
started,bundle,com.aptana.syncing.core,3.0.0.1321920947,"com.aptana.syncing.core",1328403053687
started,bundle,com.aptana.syncing.ui,3.0.3.1320185576,"com.aptana.syncing.ui",1328403053781
started,bundle,com.aptana.theme,3.0.0.1320258654,"com.aptana.theme",1328403053812
started,bundle,com.aptana.ui,3.0.3.1323462907,"com.aptana.ui",1328403053937
started,bundle,com.aptana.ui.epl,3.0.0.1322514554,"com.aptana.ui.epl",1328403054031
started,bundle,com.aptana.ui.io,3.0.0.1323820142,"com.aptana.ui.io",1328403054093
started,bundle,com.aptana.usage,3.0.0.1325099706,"com.aptana.usage",1328403054109
started,bundle,com.python.pydev.analysis,2.2.4.2011121401,"com.python.pydev.analysis",1328403054187
started,bundle,org.python.pydev,2.2.4.2011121401,"org.python.pydev",1328403054421
started,bundle,org.python.pydev.core,2.2.4.2011121401,"org.python.pydev.core",1328403054515
started,bundle,org.python.pydev.red_core,2.2.4.2011121401,"org.python.pydev.red_core",1328403054546
os,sysinfo,,,"win32",1328403054546
arch,sysinfo,,,"x86",1328403054546
ws,sysinfo,,,"win32",1328403054546
locale,sysinfo,,,"zh_CN",1328403054546
processors,sysinfo,,,"1",1328403054546
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1328403054546
java.runtime.version,sysinfo,,,"1.6.0_21-b07",1328403054546
java.specification.name,sysinfo,,,"Java Platform API Specification",1328403054546
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1328403054546
java.specification.version,sysinfo,,,"1.6",1328403054546
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1328403054546
java.version,sysinfo,,,"1.6.0_21",1328403054546
java.vm.info,sysinfo,,,"mixed mode, sharing",1328403054546
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1328403054546
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1328403054546
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1328403054546
java.vm.specification.version,sysinfo,,,"1.0",1328403054546
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1328403054546
java.vm.version,sysinfo,,,"17.0-b17",1328403054546
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1328403054703
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1328403055031
started,bundle,org.eclipse.wst.server.core,1.1.207.v20110401_1511-p001,"org.eclipse.wst.server.core",1328403055250
started,bundle,org.springframework.ide.eclipse.core,2.6.0.201103160035-RELEASE,"org.springframework.ide.eclipse.core",1328403059406
started,bundle,org.eclipse.jsch.core,1.1.200.I20100505-1245,"org.eclipse.jsch.core",1328403060281
started,bundle,org.eclipse.team.cvs.core,3.3.301.R36x_v20110119-0815,"org.eclipse.team.cvs.core",1328403060390
started,bundle,org.eclipse.team.cvs.ui,3.3.302.R36x_v20110203-1036,"org.eclipse.team.cvs.ui",1328403061234
started,bundle,com.aptana.console,3.0.0.1321573158,"com.aptana.console",1328403061843
started,bundle,org.python.pydev.debug,2.2.4.2011121401,"org.python.pydev.debug",1328403063312
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1328403578921
started,bundle,com.aptana.projects,3.0.0.1323462907,"com.aptana.projects",1328403584953
started,bundle,com.aptana.ruby.ui,3.0.2.1322528885,"com.aptana.ruby.ui",1328403584953
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1328403585281
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1328403589703
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1328403598156
started,bundle,com.aptana.debug.core,3.0.3.1321680133,"com.aptana.debug.core",1328403598375
started,bundle,com.aptana.js.debug.core,3.0.3.1323811743,"com.aptana.js.debug.core",1328403598437
started,bundle,com.aptana.js.debug.ui,3.0.0.1313451701,"com.aptana.js.debug.ui",1328403598593
started,bundle,org.springframework.ide.eclipse.ui,2.6.0.201103160035-RELEASE,"org.springframework.ide.eclipse.ui",1328403598796
started,bundle,org.springframework.ide.eclipse.beans.ui,2.6.0.201103160035-RELEASE,"org.springframework.ide.eclipse.beans.ui",1328403598796
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.102.v201008170019,"org.eclipse.wst.common.project.facet.core",1328403598906
started,bundle,org.springframework.ide.eclipse.beans.core,2.6.0.201103160035-RELEASE,"org.springframework.ide.eclipse.beans.core",1328403599000
started,bundle,org.eclipse.ltk.core.refactoring,3.5.101.r362_v20101117-0800,"org.eclipse.ltk.core.refactoring",1328403604000
started,bundle,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring",1328403604015
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1328403604937
